SKU_ID,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22
C2242188,1,1,7,16,13,9,5,3,1,2,2,,0,1,4,9
C2242269,,1,1,1,1,,,,,,4,,0,1,6,2
C2242271,7,5,7,,15,8,5,8,3,3,3,2,2,1,5,4
C2242304,,,,1,,,,,,,,,0,0,0,0
C2242317,7,6,9,8,10,7,10,9,5,5,8,10,13,8,9,9
C2242334,15,10,7,5,5,4,3,4,3,7,8,9,14,9,8,5
C2242340,1,1,1,1,3,2,2,3,1,5,5,4,5,2,1,1
C2242347,,1,,,,,,,,,,,0,0,0,0
C2242351,14,7,6,8,7,4,8,5,4,6,11,8,10,5,9,5
C2242362,4,3,2,3,6,4,4,3,2,3,10,12,6,2,2,3
C2242382,,1,,2,,,,,,,,,0,0,0,0
C2242412,10,7,10,3,5,7,6,9,6,10,5,9,10,7,6,8
C2242533,2,1,1,,2,1,,1,,,5,1,2,0,1,0
C2242856,,,4,8,2,2,1,7,4,3,1,,1,0,1,0
C2242857,1,1,1,,1,,,1,1,2,,,1,2,0,0
C2242858,1,1,,1,1,,3,2,3,3,1,,1,2,1,0
C2243000,4,3,1,1,2,2,2,8,3,1,1,1,4,1,2,0
C2244000,,,,,,,1,1,1,,,,1,2,2,0
C2250000,6,7,6,7,8,10,9,10,7,7,9,7,9,8,9,7
C2252001,6,5,7,4,7,7,7,6,5,8,8,6,7,5,5,5
C2252500,2,2,3,3,3,4,2,2,2,3,3,4,4,2,4,2
C2253001,6,4,5,4,5,5,5,5,4,4,4,3,3,0,0,0
C2253003,1,1,1,2,1,2,1,1,,1,1,,2,0,0,0
C2253063,8,8,10,11,12,8,10,9,7,9,7,9,9,8,9,7
C2253064,12,9,11,9,11,11,9,9,10,12,6,6,8,6,8,5
C2253065,4,3,6,5,6,3,6,5,4,7,3,6,6,6,7,3
C2253201,2,,1,1,2,1,1,1,1,1,,3,0,3,1,1
C2253203,2,1,1,1,1,1,1,2,1,1,2,4,1,2,1,0
C2254000,3,1,1,2,2,1,2,1,,5,3,3,3,2,2,4
C2254001,5,3,4,3,3,3,2,2,3,3,3,4,5,5,7,5
C2254002,6,7,7,8,5,6,6,5,6,9,8,5,8,6,6,6
C2254003,10,8,8,9,10,9,10,11,8,15,7,4,6,5,6,4
C2255020,,,2,,,1,1,,,1,1,2,2,0,2,1
C2255021,1,1,1,,1,1,1,1,,1,,1,3,0,0,3
C2255049,1,,,,,,,,,,,,0,0,0,0
C2271000,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2
C2271001,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1
C2271010,1,,,,,1,,,,,1,1,0,0,1,0
C2271020,,1,,1,1,1,1,1,,2,,1,1,0,0,1
C2271030,,,,,,,,,1,,2,,0,0,1,0
C2277000,12,9,10,9,10,8,5,8,6,7,8,8,10,9,6,6
C2277001,,5,1,1,1,1,,1,2,5,,1,3,8,2,1
C3261004,,,,,,,,,,,,1,0,0,0,0
C3262028,2,1,2,2,,2,2,1,,1,3,1,1,2,2,0
C3262033,6,7,5,4,7,6,7,,3,4,6,4,6,4,4,4
C3262041,1,1,,,1,1,,,1,1,,,2,0,1,1
C3262127,1,1,,1,,1,,1,,1,1,2,0,0,1,1
C5700560,3,1,1,13,7,9,11,4,3,5,5,3,2,2,0,0
C5700564,,,7,,,,,,,,,,0,1,11,8
C5700570,2,3,,,,3,3,1,5,6,2,,1,2,0,0
C5700576,,,9,7,1,,,,,,,,0,1,10,5
C5700580,8,1,2,11,12,6,12,9,7,12,4,2,2,2,0,1
C5700581,,1,7,,,,,,,,,,0,1,12,9
C5700585,3,1,1,5,4,2,2,1,4,9,3,3,2,3,1,0
C5700586,,,2,,,,,,,,,,0,0,7,3
C5700595,,,,,,6,1,,1,2,1,1,0,1,0,0
C5700605,,3,1,,,2,,,,,,,0,0,0,0
C5705016,,,1,,,,2,,,,1,,1,0,0,1
C5705103,,,1,,,,1,1,,,,1,0,1,0,1
C6024101,,,,,,,,,,,7,,0,0,0,0
C6024114,8,2,4,5,6,2,3,3,5,12,12,14,15,8,6,4
C6024116,3,1,,,,,1,,2,3,3,3,2,2,0,0
C6024150,9,3,3,5,4,3,5,3,7,14,8,9,7,7,7,3
C6024166,,,,,,,,,,,,2,3,0,0,0
C6024500,1,,,4,1,1,2,2,1,5,2,1,1,0,1,4
C6024501,2,1,,5,1,1,,2,1,6,1,1,2,2,1,2
C6024502,,,1,,,,,,,,,,0,1,1,0
C6024503,,,1,,,,,,,,,,0,0,2,0
C6024506,13,8,5,6,8,9,9,10,4,10,10,9,14,12,6,6
C6025012,1,,1,,1,,1,,1,1,1,1,1,1,0,0
CI000005,10,7,7,10,10,9,13,14,10,14,9,16,12,9,9,9
CZ000002,2,,1,1,1,,1,,2,,1,1,1,0,1,0
CZ000003,2,3,2,1,3,3,3,1,1,1,2,1,1,1,1,2
DD429656,,,1,,,,1,,,,,1,0,0,0,0
DD739000,,,,,,1,,1,,2,,1,0,0,1,0
DD739017,,,2,,,,,,1,,,,2,0,0,0
DD739024,,,1,,,,1,,,2,,1,0,0,0,0
DD739055,,,1,,,,1,,,1,,,0,0,0,0
DD739062,,,,,,,,,,1,1,,0,0,0,0
DD739086,,,2,,,,,1,,,1,,0,0,0,0
DD739123,,,1,,,,1,,,1,,,0,0,0,0
DD739253,,,2,,,1,,,1,,1,,1,0,0,0
DD739482,,,2,,1,,,,1,,1,,0,1,0,0
DD739499,,,,,,1,1,,1,1,1,,0,1,0,0
DD739505,,,,,1,,,1,,1,,,1,0,0,0
DD739888,,,1,,,1,,2,,1,,1,1,0,0,0
DM933460,,,2,,,,,,,1,,2,0,0,1,0
DM933569,,,,,,,,,,,,4,1,0,4,0
DM942529,,,,1,,1,,,,,,,0,0,2,1
DM942536,,,,,,,,,,,1,1,0,1,0,1
DM942581,,,,,1,,,,,6,3,,0,1,3,0
DS024030,2,2,,,,,,,,,,,0,0,0,0
DS024191,,,,,,,,7,3,3,3,2,3,1,1,2
DS024573,1,,2,2,1,1,1,1,,,,,0,3,3,3
DS024597,2,1,1,1,2,1,2,3,1,2,2,3,2,1,1,1
DS024603,1,,2,1,,,2,1,2,1,3,1,1,0,1,1
DS040816,,1,10,8,7,6,5,6,,,3,5,3,2,4,3
DS080040,,,,2,1,1,1,1,1,1,1,2,1,0,1,1
DS081900,,1,1,1,1,,1,,3,2,1,1,1,1,0,0
DS086011,,,1,,,,,,,,,1,0,1,0,0
DS086578,,,,,,1,,,,1,,,1,0,0,1
DS086585,,,,1,,,1,,,,1,,1,0,0,0
DS086608,,,,,,1,,,,1,,,0,0,1,0
DS086752,,,,,,,,1,,,2,,1,0,1,0
DS086769,1,1,3,2,2,1,2,1,1,2,3,1,1,1,1,1
DS086776,,,,,2,1,,,,,,,0,0,0,0
DS088039,,,,9,12,8,5,4,1,2,3,2,2,2,3,3
DS088084,2,1,2,2,1,1,3,2,2,2,3,1,2,1,2,1
DS088268,2,1,1,,,,,,,,,,0,0,0,0
DS088275,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1
DS088282,1,,2,1,,,1,,1,1,1,1,1,1,1,0
DS088381,13,9,6,8,7,6,8,6,5,9,14,13,8,10,9,9
DS088411,,,,1,,1,2,,1,,1,1,1,0,1,0
DS088435,1,1,2,2,,,,,,,,,0,0,0,0
DS088442,1,1,2,2,,2,1,1,1,1,1,1,1,2,0,1
DS088459,1,,,,,1,1,,,1,1,2,0,1,0,1
DS088473,,,,,,,2,1,1,1,2,1,1,1,1,0
DS088565,,1,,,1,1,,,,,,4,4,0,1,1
DS088572,,,,1,1,,,,,,,4,3,0,0,0
DS088589,,,1,1,,,1,,,,,4,3,1,1,1
DS088596,1,,1,,,,,,,,,4,4,2,1,0
DS089654,,,,1,,,,,,,1,,0,0,0,0
DS090889,,,,1,,1,1,1,,2,1,,2,1,1,0
DS091015,1,,1,,,1,1,,1,,1,1,1,1,1,0
DS091589,,,,,,,1,1,,,,,0,0,0,1
DS093668,1,1,,,,2,1,,1,1,1,1,0,2,0,1
DS093934,,,,,,,,,1,,,1,0,0,1,0
DS095082,1,1,1,1,,,,,,,,,0,0,1,0
DS095099,,1,1,,1,1,,,1,,,,1,0,1,0
DS095105,2,3,4,2,2,2,3,2,2,3,3,3,2,1,9,5
DS095112,10,6,9,10,6,9,9,6,5,8,6,7,8,7,8,8
DS095228,5,3,4,5,2,,6,4,4,5,4,4,2,3,3,4
DS095235,5,4,6,8,8,4,7,6,4,7,,7,5,5,5,4
DS095556,,,,1,1,,1,,1,,,,0,0,0,0
DS095570,,1,1,,,,,,,,,,0,0,0,0
DS095587,,,1,,,,,,,,,,0,0,0,0
DS095617,2,3,3,2,3,2,,,,3,2,1,4,2,3,2
DS095624,1,,2,1,,,,,,,,,0,0,0,0
DS095709,1,,1,,,2,,1,,,,,0,0,1,0
DS095723,,1,1,1,,1,1,,,1,1,1,0,1,0,0
DS095730,1,,,,,2,,,,1,,,1,0,0,0
DS095747,1,,,3,3,2,2,2,1,3,2,2,2,1,2,1
DS096652,1,1,1,2,1,2,1,1,,2,2,1,1,1,2,1
DS096669,1,2,1,2,1,2,,1,1,1,1,3,1,2,1,1
DS096829,2,1,2,2,2,2,1,1,,,,,0,0,0,2
DS097048,1,,,1,1,,1,2,,2,,1,0,1,1,0
DS097079,3,3,4,6,3,6,5,5,2,7,5,4,3,3,4,4
DS097253,,,,1,,,,,,,,2,0,0,0,0
DS097499,1,,,,2,1,,,1,,2,2,1,2,0,0
DS098014,4,4,7,6,5,5,5,7,4,5,8,6,3,7,5,4
DS098045,1,3,2,4,4,1,2,3,3,2,3,2,1,3,2,1
DS098069,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3
DS098083,4,3,6,3,4,3,3,4,2,4,5,2,2,4,3,4
DS098090,2,2,4,2,2,2,3,2,,,3,2,2,4,1,3
DS098595,12,12,10,8,7,6,5,7,5,9,13,13,10,11,9,6
DS098809,,,1,,,1,,1,,1,,,1,0,0,1
DS098946,1,,1,,1,1,,1,,1,,2,1,0,1,1
DS099226,1,1,1,5,3,2,2,3,1,4,2,2,2,2,2,1
DS099271,2,2,2,2,3,1,,,,3,5,1,2,2,1,2
DS099295,1,3,2,1,2,3,2,1,2,2,3,2,2,2,1,2
DS099943,1,,6,4,3,,,,,6,5,5,3,3,3,2
DS099950,,1,,,,,1,1,,1,1,2,1,0,1,0
DS124877,,,,,,,2,5,5,7,5,3,2,5,3,2
DS141000,2,1,1,,2,,3,3,1,3,3,2,2,2,1,2
DS141017,1,1,1,1,1,2,1,,1,1,2,,1,1,1,1
DS141024,3,2,2,,,4,2,,1,5,3,1,0,3,4,2
DS141048,,1,1,,1,,,,,1,,1,0,0,0,1
DS141062,,,1,1,1,,1,2,,2,,,0,0,0,0
DS141086,3,2,3,1,4,2,3,4,4,4,3,3,2,3,2,4
DS141130,2,,1,,2,1,1,1,1,,1,2,0,1,1,1
DS141147,1,,,1,,,1,1,,1,2,,1,1,1,0
DS141154,,1,,,,,1,,,1,,1,0,0,0,0
DS141161,,,1,,,1,,1,,1,,,1,0,1,0
DS141185,,,,,,,,1,,,1,,1,0,0,0
DS141192,1,1,1,,1,2,1,1,,1,1,1,1,1,1,1
DS141208,,1,,,1,,1,,1,,1,1,1,0,1,0
DS141215,,,,,1,,,,,,1,,0,0,0,0
DS141222,,,,,1,,,,,,1,,0,0,0,0
DS141239,1,,,1,,,1,,,1,,1,0,0,1,0
DS141246,1,1,1,1,1,1,,1,1,,2,1,0,1,1,1
DS141253,,,,,,,1,,,1,,,0,0,0,1
DS141260,1,,,,,,,1,,1,,,0,0,0,0
DS141277,,,,,,,,1,1,,,,0,1,0,0
DS141291,,,,,,,,,,1,,,0,0,0,0
DS141314,1,,2,,1,1,1,1,1,1,1,1,1,0,1,1
DS141352,,,,,,,,1,,,,,0,0,0,0
DS141369,,,,,,,1,,,,,,0,0,0,0
DS141376,,,,,1,,,,,,,,0,0,0,0
DS141383,,,,,,,1,,,,,,0,1,0,0
DS141406,,,,,1,,,,,,,,0,0,0,0
DS141437,,,,,1,,,,,,,,0,1,0,0
DS141444,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1
DS141499,1,,,,,,,,,,,,0,0,0,0
DS141505,1,,,,,,,,,,,,0,0,0,0
DS141512,,,,,,,,,,,1,,0,0,0,0
DS141543,,,,,,,,,,,1,,0,0,0,0
DS141550,,,,,,,,,,,1,,0,0,0,0
DS141567,1,,,,1,,1,,,,1,,1,0,0,0
DS141574,,,,1,,,,,1,,,,1,0,0,0
DS141581,1,,,,,,,,1,,,,0,0,0,0
DS141598,,1,,,,,,,,,,,0,1,0,0
DS141604,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,1
DS141635,,,,,1,,,,,,,,0,0,0,0
DS141659,,,,,,,,1,,,,1,0,0,0,0
DS141666,,,,,,,,1,,,,,0,0,0,0
DS141680,1,,,,,,,,,,,,0,0,0,0
DS141703,,,,,,,,,1,,,,0,0,0,0
DS141710,,,,,,1,,,,,,1,0,0,0,0
DS141741,1,,,,,,,,,,,,0,1,0,0
DS141765,,,,,1,,,,,,,,0,0,0,0
DS141772,,,,,1,,,,,,,,0,0,0,0
DS141796,,,,,,,,1,,,,1,0,0,0,0
DS141895,,,,,,,,1,,,,,0,0,0,0
DS141925,1,,1,,1,,1,,,1,,1,0,0,1,0
DS141932,1,,,,,,,,,,,,0,0,0,0
DS141949,1,,,,,1,,,,,,,0,0,0,0
DS141956,2,2,1,2,1,2,1,1,2,3,3,2,2,0,0,0
DS160738,,,,,9,6,4,3,3,3,3,2,2,2,2,2
DS160752,,,,,7,6,3,3,3,2,3,3,1,2,2,2
DS160769,,,,,10,6,2,,,2,6,2,4,1,3,1
DS160776,,,,,10,6,6,3,3,2,4,4,3,3,2,2
DS210142,9,8,6,10,5,9,7,7,5,6,4,2,3,3,3,2
DS214829,16,10,8,5,6,7,8,5,5,9,5,8,11,5,7,4
DS215079,12,12,10,11,7,12,12,9,5,7,6,7,11,4,7,5
DS215178,10,5,7,6,7,6,9,8,5,8,9,8,7,6,7,5
DS219954,6,7,6,8,3,6,7,8,2,5,8,3,6,6,6,2
DS222100,,,,,,,,1,1,,1,,0,0,0,0
DS222131,3,2,2,2,2,3,1,3,2,3,2,3,1,2,2,1
DS222766,2,1,4,12,6,12,14,3,,,2,4,2,2,3,12
DS357756,,,,5,5,5,3,6,2,2,2,2,2,1,1,1
DS500029,,,,2,3,,4,3,1,2,2,1,1,1,1,0
DS500050,2,3,2,3,4,5,4,5,3,4,5,4,2,2,4,2
DS500203,3,1,4,7,2,3,5,3,2,5,4,2,1,2,3,2
DS500210,6,1,6,5,4,5,10,9,7,7,4,3,3,0,0,3
DS500227,,1,1,1,1,2,3,3,1,3,2,2,2,2,1,1
DS500234,,,,,1,1,2,4,2,2,2,2,2,2,1,1
DS500258,,1,2,12,11,6,2,2,,1,,1,0,0,3,7
DS500265,,1,5,14,11,8,3,4,,1,1,1,0,0,7,11
DS501491,12,8,8,9,6,4,5,3,4,7,9,10,8,9,6,4
DS501958,6,3,3,6,2,2,3,2,1,4,4,3,3,3,3,1
DS501989,8,8,7,7,5,7,5,3,3,7,12,15,11,12,9,6
DS502344,,,,1,,,,,,,,,0,0,0,0
DS502368,3,2,2,1,1,1,2,1,1,2,1,,2,1,3,1
DS502399,2,1,1,2,,,3,3,1,3,3,1,1,1,2,0
DS523219,,,,3,3,2,3,2,1,2,2,2,1,2,1,1
DS526456,,,,2,2,,3,1,1,,1,3,2,1,2,1
DS529488,,,,,,,,,,,,6,4,3,2,1
DS626058,11,10,17,8,9,9,8,13,11,16,10,9,5,12,18,8
DS626249,16,12,19,7,7,10,9,11,8,13,10,6,12,6,9,5
DS626324,5,4,5,4,7,5,5,5,1,6,3,3,2,2,2,0
DS626409,3,1,1,,1,,,,1,1,,,0,1,0,1
DS626492,7,7,4,8,9,8,9,7,9,12,7,10,12,10,11,11
DS626508,3,5,3,2,2,5,6,1,3,3,6,,0,0,0,0
DS626515,3,4,3,4,5,3,4,4,3,5,5,6,7,4,5,6
DS626549,11,11,16,6,,8,7,15,13,8,9,5,5,3,9,4
DS626553,3,3,2,5,6,2,5,6,4,7,8,9,7,4,2,3
DS626591,,,,,,,,,,,,3,1,1,1,1
DS626669,,,,,,1,,,,,,,0,0,0,0
DS626683,1,,,,,,,,,,,,0,0,0,0
DS626690,,,,1,,,,1,,,,1,0,0,0,0
DS626713,4,4,2,5,5,1,4,6,4,7,10,11,12,7,5,5
DS626720,1,,2,,,,1,,,,1,,1,3,1,1
DS626744,,,,,,,,,,,1,,0,0,0,1
DS626751,,,,,,,,1,,,1,,0,0,0,1
DS626812,,,,,,,,1,,,,,0,0,1,0
DS626850,4,1,2,2,3,2,4,4,2,6,7,9,10,7,3,3
DS680814,3,1,4,1,2,2,1,1,2,1,2,3,1,0,1,2
DS682477,7,7,3,10,6,4,6,4,3,8,5,6,5,3,5,4
DS701442,4,8,3,1,2,2,5,4,2,2,5,5,6,0,6,0
DS701466,7,5,3,6,3,5,10,2,1,1,4,5,4,6,2,1
DS701473,6,5,8,5,5,6,8,6,3,4,9,7,8,9,8,5
DS704017,1,,,1,1,1,2,1,1,2,3,3,1,4,3,2
DS705938,,,,,,,,,,1,6,4,8,8,4,3
DS705945,,,,,,,,,,2,5,4,6,7,3,3
DS705952,,,,,,,,,,2,7,7,10,8,3,2
DS705969,,,,,,,,,,2,6,6,9,7,2,2
DS710215,,,,1,1,,,,,,,,0,0,0,0
DS710222,4,4,1,3,,1,3,2,3,3,3,4,0,1,0,3
DSN05305,2,2,1,3,3,2,1,2,2,3,3,2,2,2,1,2
DSN22759,,2,4,7,,,1,9,6,9,7,6,3,4,8,4
DSN26997,11,3,8,11,13,11,11,10,7,13,16,15,16,7,9,6
DSN80194,,1,,1,,,,,,,,,0,0,0,0
DSN80309,,,,,1,,1,,,1,,1,0,0,0,0
DSN80316,,,,,,,,3,,,1,1,0,1,0,1
DSN81863,12,8,8,10,11,9,10,9,2,3,2,2,2,3,6,2
DSN86004,1,1,1,1,1,1,,1,,1,1,,1,0,1,1
DSN88138,10,3,5,7,6,2,7,9,7,7,6,5,7,8,11,4
DSN95631,,,2,2,1,1,1,1,1,1,2,1,1,1,1,1
DSNN6515,4,1,3,2,2,2,2,3,3,2,2,2,4,2,2,2
DSNN6522,4,7,7,6,6,8,5,5,5,6,6,8,7,7,9,4
DSNN6539,3,3,3,1,,4,3,4,1,3,4,3,2,5,5,3
DSNN6553,6,4,8,7,6,5,4,5,6,5,7,7,5,7,8,3
DSNN6591,5,2,3,4,4,3,3,3,1,3,3,3,2,2,4,3
DSNN6614,6,4,6,5,6,4,4,5,4,5,7,,1,7,7,4
DSNN6638,4,2,1,1,,1,,1,2,2,7,5,2,2,3,0
EN000001,1,2,2,1,,5,1,1,1,1,1,7,5,4,3,3
EN000002,3,5,5,5,4,3,3,3,,4,3,2,4,0,0,0
EN000003,2,5,4,4,2,5,1,3,,,,,0,0,0,0
ER000001,,1,1,,1,,1,1,,,1,,0,0,0,0
F3GM057R,1,2,,,,,,,,,,,0,0,0,0
FC000031,1,1,,1,1,,1,1,1,2,1,1,1,0,0,0
FC000277,1,,1,,1,,1,2,,,2,,1,1,1,1
FC000700,1,,,,,,1,,,1,,,0,0,0,0
FC001588,,,,3,,,,,,,,,0,0,0,0
FC001591,,,1,,1,,,,,,,,0,1,0,0
FC001592,1,,,,,,,,,,,,0,0,0,0
FC004668,,,,,1,1,2,1,,1,1,1,1,1,1,2
FC004682,8,6,8,9,8,8,8,10,6,6,8,5,6,6,8,6
FC004705,,,1,,,,1,,1,,1,2,1,0,0,1
FC004849,,,,,,,,,,,,7,10,7,8,8
FC007071,,,,,,,,,,,1,,1,0,0,0
FC008201,2,1,1,3,1,1,1,,,,,,0,0,0,0
FC014611,,,,,,,,1,,,,,0,0,0,0
FC027851,,,,,,,,,,1,,,0,0,0,0
FC030721,,,,,1,,,,,,1,,2,2,12,19
FC038348,2,1,2,1,2,2,2,3,2,2,1,2,3,1,4,2
FC044336,,,,,,,,,,,,1,0,0,0,1
FC069209,1,1,,1,1,3,3,4,4,4,4,3,3,2,3,1
FC078341,,,,1,,,,,,,,,0,0,0,0
FC082511,2,2,4,5,4,1,3,4,3,3,4,2,4,4,4,4
FC103565,4,4,5,3,5,5,12,15,14,7,5,5,5,5,4,4
FC103664,5,5,5,4,5,6,5,5,7,5,8,13,13,11,11,10
FC147376,3,5,5,4,5,5,5,5,6,5,6,4,5,4,4,4
FC174390,2,2,4,2,3,2,5,2,4,3,3,3,5,2,2,3
FC174406,1,1,,1,,1,,,,,1,,0,0,1,0
FC174413,2,,,1,,1,,2,1,1,,1,0,1,0,2
FC622400,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1
FC842671,2,,,,,,,,1,,,,0,0,0,0
FC843181,,,,1,1,,,,,,1,,0,0,0,0
FC845091,7,9,9,11,10,9,10,8,9,7,6,4,3,3,5,4
FC949432,3,3,2,4,6,4,3,3,4,3,5,5,4,3,3,4
FL000001,1,,4,2,1,4,2,2,1,4,2,7,5,3,2,1
FL000002,2,3,4,3,2,5,3,5,2,6,6,14,16,6,2,1
FL000003,,,,,,,,,,1,2,,0,0,0,0
FL000005,3,1,1,3,2,3,4,8,3,5,8,12,6,7,3,1
FL000006,1,,,,,,,,,,,,1,0,0,1
FMC00014,,,,,,,,,,,,2,0,2,2,3
FMC00038,3,6,8,9,9,7,10,11,12,9,7,7,8,4,5,3
FMC00050,,1,3,1,1,2,3,2,2,,3,3,4,2,3,3
FMC00102,1,,,1,,,2,1,2,1,1,1,2,1,2,1
FMC00286,1,1,,1,2,,,1,,1,1,,6,4,5,1
FMP00195,5,5,6,5,8,,,,,,,,0,0,0,0
FOL00008,2,5,3,1,,3,2,3,,1,,,0,0,0,0
FOL00024,2,,,,,,,,,,,,0,0,0,0
FOL00025,5,6,9,,,,,,,,,,0,0,0,0
FOL02613,,,,,,,1,1,1,,1,1,1,0,3,0
FP000001,1,2,1,3,2,2,1,2,2,2,,,4,2,2,3
GM000001,,,,,,6,5,3,4,5,3,3,5,3,3,3
GM008357,8,9,13,16,,,5,4,5,14,7,,0,0,0,0
GM015199,9,6,11,6,9,8,,,,,,,5,11,8,1
GM017827,7,3,1,3,5,3,4,3,3,6,7,6,9,7,4,3
GM034898,2,,2,4,5,3,1,4,4,7,6,1,6,4,4,3
GM047039,7,2,2,3,4,4,4,5,4,5,10,7,8,8,4,3
GM047268,5,5,3,4,6,5,3,6,3,6,5,5,5,7,6,3
GM057069,11,8,8,12,8,12,6,3,3,4,,3,7,4,3,2
GM057076,7,7,5,4,6,5,8,5,5,7,6,6,6,7,6,2
GM300363,6,8,4,5,6,8,10,7,8,8,6,5,7,8,8,3
GM321047,,,,,,,,,,,,3,3,2,2,1
GM401432,6,5,5,4,5,,4,2,5,7,8,5,6,4,0,0
GM621009,5,6,5,7,5,12,,,,2,2,3,1,4,6,2
GM621023,9,5,8,9,4,10,8,5,4,7,9,3,5,7,7,5
GM621030,9,9,10,13,6,11,11,7,6,9,11,7,8,10,9,6
GM621122,2,1,2,1,4,1,3,2,2,3,3,1,3,2,3,0
GM621207,11,2,4,6,5,7,,8,6,8,8,6,7,6,5,5
GM621221,,,,6,5,4,4,3,4,6,6,4,5,3,5,2
GM621306,3,3,3,2,2,3,2,3,1,2,4,3,2,1,2,1
GM621313,5,2,2,1,3,9,1,,,,,,0,0,0,0
GS000422,,,,,,,,,,,,1,0,0,0,0
GS001795,3,1,3,2,2,3,2,5,1,2,2,1,4,1,5,0
GS001849,4,2,3,4,5,3,6,8,3,6,4,3,8,5,1,2
